Date,Open,Low,High,Close
11/02/1999,104.2,103.79,105.05,104.14
11/03/1999,104.14,103.4,105.28,104.92
11/04/1999,104.92,104.36,105.5,104.92
11/05/1999,104.92,104.65,106.62,106.02
11/08/1999,106.02,105.1,106.35,105.16
11/09/1999,105.16,104.75,105.5,104.96
11/10/1999,104.96,104.37,105.25,104.62
11/11/1999,104.62,104.5,105.3,104.9
11/12/1999,104.9,104.5,105.45,105.17
11/15/1999,105.17,104.7,105.1,104.9
11/16/1999,104.9,104.8,106.02,105.89
11/17/1999,105.89,105,106.25,105.42
11/18/1999,105.42,105.35,106.02,105.94
11/19/1999,105.94,105.8,106.6,106.31
11/22/1999,106.31,104.54,106.6,104.81
11/23/1999,104.81,103.99,104.8,104.16
11/24/1999,104.16,104.1,104.77,104.5
11/25/1999,104.5,104.13,105.02,104.3
11/26/1999,104.3,101.28,104.5,101.63
11/29/1999,101.63,101.61,104.05,102.24
11/30/1999,102.24,101.35,103.05,101.9
12/01/1999,101.9,102,102.76,102.69
12/02/1999,102.69,102.2,102.75,102.64
12/03/1999,102.64,102.15,102.76,102.67
12/06/1999,102.67,102.05,103.46,103.02
12/07/1999,103.02,102.18,103.2,102.35
12/08/1999,102.35,102.3,103.08,102.89
12/09/1999,102.89,102.19,103.35,102.41
12/10/1999,102.41,102.16,102.7,102.32
12/13/1999,102.32,102.25,103.33,103.19
12/14/1999,103.19,102.85,103.77,103.51
12/15/1999,103.51,103.3,103.75,103.7
12/16/1999,103.7,102.55,103.75,103.06
12/17/1999,103.06,102.7,103.42,103.17
12/20/1999,103.17,102.29,103.4,102.46
12/21/1999,102.46,101.84,102.6,102.18
12/22/1999,102.18,101.43,102.35,101.69
12/23/1999,101.69,101.3,102.2,101.75
12/24/1999,101.75,101.8,103.15,102.9
12/27/1999,102.9,101.94,102.81,102.25
12/28/1999,102.25,101.97,102.7,102.37
12/29/1999,102.37,101.81,102.45,102.19
12/30/1999,102.19,101.95,102.6,102.51
12/31/1999,102.51,102.09,102.62,102.22
01/03/2000,102.22,101.42,102.2,101.58
01/04/2000,101.58,101.45,103.32,103.26
01/05/2000,103.26,102.85,104.4,104.39
01/06/2000,104.39,104,105.6,105.47
01/07/2000,105.47,104.9,105.92,105.25
01/10/2000,105.25,104.35,105.41,105.15
01/11/2000,105.15,105.05,106.33,105.92
01/12/2000,105.92,105.63,106.09,105.93
01/13/2000,105.93,105.45,106.27,106.16
01/14/2000,106.16,105.54,106.23,105.71
01/17/2000,105.71,104.68,105.85,104.9
01/18/2000,104.9,104.8,105.7,105.66
01/19/2000,105.66,105.14,105.89,105.33
01/20/2000,105.33,105.17,105.7,105.27
01/21/2000,105.27,104.45,105.5,104.79
01/24/2000,104.79,104.7,105.86,105.6
01/25/2000,105.6,105.5,106.06,105.89
01/26/2000,105.89,105.54,106.2,105.72
01/27/2000,105.72,104.64,105.85,104.96
01/28/2000,104.96,104.55,107.27,107.05
01/31/2000,107.05,106.63,107.56,107.47
02/01/2000,107.47,107.15,107.95,107.83
02/02/2000,107.83,107.75,109,108.24
02/03/2000,108.24,107.05,108.72,107.72
02/04/2000,107.72,107.18,108.04,107.29
02/07/2000,107.29,107.2,108.86,108.79
02/08/2000,108.79,108.6,109.72,109.26
02/09/2000,109.26,108.55,109.65,109.12
02/10/2000,109.12,108.3,109.15,108.9
02/11/2000,108.9,108.81,109.77,108.87
02/14/2000,108.87,108,109,108.79
02/15/2000,108.79,108.46,109.3,109.11
02/16/2000,109.11,108.9,109.67,109.41
02/17/2000,109.41,109.35,110.68,110.56
02/18/2000,110.56,110.3,111.27,110.95
02/21/2000,110.95,110.4,111.4,111.35
02/22/2000,111.35,110.54,111.75,110.71
02/23/2000,110.71,110.1,111.36,111.32
02/24/2000,111.32,110.57,111.5,111.05
02/25/2000,111.05,110.15,111.5,110.15
02/28/2000,110.15,108.4,110.4,109.26
02/29/2000,109.26,109.4,110.4,110.12
03/01/2000,110.12,106.48,110.3,107.09
03/02/2000,107.09,106.6,108,107.74
03/03/2000,107.74,107.3,108,107.86
03/06/2000,107.86,106.7,107.9,107.54
03/07/2000,107.54,105.79,108.15,106.15
03/08/2000,106.15,106,107.45,107.03
03/09/2000,107.03,106.17,107.25,106.54
03/10/2000,106.54,106.07,106.7,106.18
03/13/2000,106.18,104.81,106.6,105.59
03/14/2000,105.59,104.6,105.11,105.05
03/15/2000,105.05,104.75,106.2,105.58
03/16/2000,105.58,105.1,105.8,105.55
03/17/2000,105.55,105.35,106.75,106.69
03/20/2000,106.69,106.26,107.05,106.3
03/21/2000,106.3,106.25,107.21,107.03
03/22/2000,107.03,106.5,107.12,106.9
03/23/2000,106.9,107,107.79,107.37
03/24/2000,107.37,106.7,107.65,107
03/27/2000,107,106.6,107.15,106.74
03/28/2000,106.74,105.67,106.8,105.88
03/29/2000,105.88,105,106.3,105.58
03/30/2000,105.58,104.84,105.9,105.49
03/31/2000,105.49,101.99,106.05,102.28
04/03/2000,102.28,102.8,105.6,104.81
04/04/2000,104.81,104.07,105.76,104.85
04/05/2000,104.85,104.75,105.5,104.9
04/06/2000,104.9,104.55,105.1,104.77
04/07/2000,104.77,104.7,105.5,105.43
04/10/2000,105.43,105.3,106.81,106.47
04/11/2000,106.47,106.35,107.12,107.11
04/12/2000,107.11,105.25,106.95,105.85
04/13/2000,105.85,105.65,106.13,105.85
04/14/2000,105.85,104.77,106.15,104.91
04/17/2000,104.91,103.2,105.7,104.28
04/18/2000,104.28,104.07,105.15,104.74
04/19/2000,104.74,104.22,105.05,104.79
04/20/2000,104.79,104.5,105.8,105.75
04/21/2000,105.75,105.45,105.88,105.75
04/24/2000,105.75,105.11,106,105.76
04/25/2000,105.76,105.2,106.02,105.8
04/26/2000,105.8,105.55,106.8,106.28
04/27/2000,106.28,105.55,106.65,106.35
04/28/2000,106.35,106.35,108.27,108.24
05/01/2000,108.24,107.65,109.1,108.88
05/02/2000,108.88,108.25,109.85,108.53
05/03/2000,108.53,108.36,109.49,109.1
05/04/2000,109.1,107.68,109.64,108.12
05/05/2000,108.12,107.25,108.69,108.5
05/08/2000,108.5,108.3,109.2,108.98
05/09/2000,108.98,108.6,109.63,109.47
05/10/2000,109.47,108.6,109.6,109.46
05/11/2000,109.46,108.05,110.05,108.57
05/12/2000,108.57,107.85,109.1,108.44
05/15/2000,108.44,108.6,109.62,109.55
05/16/2000,109.55,108.75,109.92,109.41
05/17/2000,109.41,109.05,110.04,109.39
05/18/2000,109.39,108.45,109.4,108.76
05/19/2000,108.76,106.32,108.8,106.8
05/22/2000,106.8,106.75,107.46,107.05
05/23/2000,107.05,106.4,107.3,106.61
05/24/2000,106.61,106.4,107.95,107.82
05/25/2000,107.82,107.3,107.95,107.48
05/26/2000,107.48,106.58,107.8,106.96
05/29/2000,106.96,106.7,107.36,107.25
05/30/2000,107.25,106.04,107,106.56
05/31/2000,106.56,106.2,107.95,107.72
06/01/2000,107.72,107.6,109.01,108.55
06/02/2000,108.55,107.65,109.1,108.33
06/05/2000,108.33,107.26,108.3,107.69
06/06/2000,107.69,105.24,107.6,105.65
06/07/2000,105.65,105,106.2,105.52
06/08/2000,105.52,105.4,106.21,106.16
06/09/2000,106.16,105.85,107.01,106.84
06/12/2000,106.84,106.35,107.15,106.74
06/13/2000,106.74,106.21,107,106.91
06/14/2000,106.91,106.3,107.1,106.71
06/15/2000,106.71,106.09,106.73,106.61
06/16/2000,106.61,106,106.6,106.22
06/19/2000,106.22,105.59,106.5,105.74
06/20/2000,105.74,105.21,105.9,105.43
06/21/2000,105.43,105.15,105.65,105.55
06/22/2000,105.55,104.11,105.65,104.4
06/23/2000,104.4,103.92,104.9,104.68
06/26/2000,104.68,104.3,105.77,105.71
06/27/2000,105.71,105.26,105.9,105.27
06/28/2000,105.27,105.25,105.79,105.55
06/29/2000,105.55,104.35,105.5,105.04
06/30/2000,105.04,104.8,106.4,105.86
07/03/2000,105.86,105.61,106.45,105.65
07/04/2000,105.65,105.25,106.5,106.15
07/05/2000,106.15,105.8,107.2,107.05
07/06/2000,107.05,106.8,107.49,107.46
07/07/2000,107.46,107.2,107.92,107.85
07/10/2000,107.85,106.55,107.9,107.16
07/11/2000,107.16,106.6,107.15,107.08
07/12/2000,107.08,107,108.47,108.34
07/13/2000,108.34,106.98,108.35,108.25
07/14/2000,108.25,107.55,108.44,107.92
07/17/2000,107.92,107.3,108.8,108.38
07/18/2000,108.38,107.65,108.48,108.36
07/19/2000,108.36,107.76,108.43,108.3
07/20/2000,108.3,107.3,108.27,107.66
07/21/2000,107.66,107.4,109.2,108.87
07/24/2000,108.87,108.5,109.15,108.73
07/25/2000,108.73,108.6,109.32,109.25
07/26/2000,109.25,108.9,109.4,109.28
07/27/2000,109.28,108.73,109.35,109.19
07/28/2000,109.19,108.5,109.8,109.58
07/31/2000,109.58,109.15,109.8,109.37
08/01/2000,109.37,108.92,109.75,109.25
08/02/2000,109.25,108.3,109.3,109.05
08/03/2000,109.05,107.9,109.1,108.43
08/04/2000,108.43,108.05,108.65,108.52
08/07/2000,108.52,108.55,109.16,109.14
08/08/2000,109.14,108.35,109.25,108.6
08/09/2000,108.6,107.76,108.7,107.87
08/10/2000,107.87,107.5,108.97,108.83
08/11/2000,108.83,108.29,108.95,108.72
08/14/2000,108.72,108.6,109.6,109.51
08/15/2000,109.51,108.88,109.64,109.16
08/16/2000,109.16,108.3,109.2,108.63
08/17/2000,108.63,108.2,108.64,108.55
08/18/2000,108.55,108.08,109.15,108.48
08/21/2000,108.48,107.8,108.78,108.67
08/22/2000,108.67,108.1,108.65,108.29
08/23/2000,108.29,106.83,108.35,107.03
08/24/2000,107.03,106.6,107.35,106.81
08/25/2000,106.81,106.66,107.27,106.93
08/28/2000,106.93,106.1,106.85,106.5
08/29/2000,106.5,106.06,106.7,106.06
08/30/2000,106.06,105.9,106.73,106.37
08/31/2000,106.37,106.25,106.85,106.78
09/01/2000,106.78,105.54,106.75,105.79
09/04/2000,105.79,105.6,105.95,105.82
09/05/2000,105.82,105.79,106.5,105.85
09/06/2000,105.85,105.55,106.1,105.87
09/07/2000,105.87,104.76,106.45,105.04
09/08/2000,105.04,105.05,106.25,106.1
09/11/2000,106.1,105.85,106.5,106.04
09/12/2000,106.04,106.1,107.05,106.91
09/13/2000,106.91,106.8,107.36,107.14
09/14/2000,107.14,106.8,107.6,107.59
09/15/2000,107.59,107.17,107.73,107.3
09/18/2000,107.3,106.65,107.15,106.95
09/19/2000,106.95,106.7,107.1,106.98
09/20/2000,106.98,106.39,107.4,106.62
09/21/2000,106.62,106.3,106.78,106.73
09/22/2000,106.73,106.55,108.16,108.07
09/25/2000,108.07,107.4,108.1,107.75
09/26/2000,107.75,107.15,107.77,107.62
09/27/2000,107.62,107.2,107.9,107.3
09/28/2000,107.3,107.2,107.78,107.6
09/29/2000,107.6,107.5,108.46,108.13
10/02/2000,108.13,108.1,108.95,108.85
10/03/2000,108.85,108.45,108.95,108.81
10/04/2000,108.81,108.55,109.43,109.32
10/05/2000,109.32,109.05,109.53,109.15
10/06/2000,109.15,108.65,109.15,108.81
10/09/2000,108.81,108.8,109.1,108.85
10/10/2000,108.85,107.68,108.85,107.73
10/11/2000,107.73,107.51,108.15,107.59
10/12/2000,107.59,107.4,108.19,107.48
10/13/2000,107.48,107.5,107.95,107.77
10/16/2000,107.77,107.5,108.35,108.11
10/17/2000,108.11,107.85,108.25,108.01
10/18/2000,108.01,107.4,108.35,107.69
10/19/2000,107.69,107.55,108.6,108.29
10/20/2000,108.29,108.25,109.18,108.96
10/23/2000,108.96,108.23,109.05,108.27
10/24/2000,108.27,107.95,108.49,107.97
10/25/2000,107.97,107.65,108.2,108.16
10/26/2000,108.16,107.9,108.65,108.36
10/27/2000,108.36,108.25,108.85,108.6
10/30/2000,108.6,108.45,109.01,108.97
10/31/2000,108.97,108.7,109.29,109.03
11/01/2000,109.03,108.21,109,108.25
11/02/2000,108.25,107.95,108.47,108.2
11/03/2000,108.2,106.68,108.35,106.93
11/06/2000,106.93,106.88,107.59,107.41
11/07/2000,107.41,106.96,107.45,107.09
11/08/2000,107.09,106.9,107.9,107.27
11/09/2000,107.27,107.06,107.86,107.36
11/10/2000,107.36,107.35,107.97,107.9
11/13/2000,107.9,107.04,108.05,107.62
11/14/2000,107.62,107.5,108.19,108.13
11/15/2000,108.13,108,108.95,108.92
11/16/2000,108.92,108.7,109.13,109
11/17/2000,109,108.6,109,108.87
11/20/2000,108.87,108.75,110.35,109.92
11/21/2000,109.92,109.6,110.44,110.18
11/22/2000,110.18,109.5,110.33,110.28
11/23/2000,110.28,110.05,110.4,110.3
11/24/2000,110.3,110.15,111.46,111.38
11/27/2000,111.38,110.51,111.5,110.54
11/28/2000,110.54,110.05,110.8,110.14
11/29/2000,110.14,109.9,111.35,111.19
11/30/2000,111.19,110.32,111.35,110.37
12/01/2000,110.37,110.3,112.05,111.26
12/04/2000,111.26,110.44,111.45,111.11
12/05/2000,111.11,110.43,111.35,111.18
12/06/2000,111.18,110.18,111.15,110.37
12/07/2000,110.37,110.15,110.83,110.61
12/08/2000,110.61,110.45,111.46,111.31
12/11/2000,111.31,110.54,111.4,110.72
12/12/2000,110.72,110.7,111.74,111.45
12/13/2000,111.45,111.35,112.75,112.46
12/14/2000,112.46,112.12,112.82,112.32
12/15/2000,112.32,111.85,112.7,112.51
12/18/2000,112.51,111.91,112.7,112.14
12/19/2000,112.14,111.8,112.58,112.49
12/20/2000,112.49,112.35,113.05,112.79
12/21/2000,112.79,111.9,113.15,112.26
12/22/2000,112.26,112.05,112.83,112.79
12/25/2000,112.79,112.79,112.79,112.79
12/26/2000,112.79,113.05,113.69,113.6
12/27/2000,113.6,113.6,114.41,114.38
12/28/2000,114.38,114.1,114.91,114.33
12/29/2000,114.33,114.3,115.11,114.69
01/01/2001,114.69,114.69,114.69,114.69
01/02/2001,114.69,114.3,115.06,114.49
01/03/2001,114.49,113.62,114.65,113.72
01/04/2001,113.72,113.55,115.7,115.64
01/05/2001,115.64,115.5,116.9,116.6
01/08/2001,116.6,115.69,116.6,115.71
01/09/2001,115.71,115.65,116.87,116.71
01/10/2001,116.71,115.8,117.15,116.44
01/11/2001,116.44,116.3,117.77,117.69
01/12/2001,117.69,117.4,118.5,118.29
01/15/2001,118.29,118.2,119.35,118.7
01/16/2001,118.7,117.23,119.15,117.41
01/17/2001,117.41,116.9,118.9,118.84
01/18/2001,118.84,117.63,119.85,118.14
01/19/2001,118.14,116.95,118.35,117.18
01/22/2001,117.18,116.25,117.05,116.46
01/23/2001,116.46,116.25,117.4,117.04
01/24/2001,117.04,116.5,118.47,117.92
01/25/2001,117.92,116.35,118.1,116.57
01/26/2001,116.57,116.35,117.6,117.37
01/29/2001,117.37,116.15,117.7,116.75
01/30/2001,116.75,115.58,116.89,115.81
01/31/2001,115.81,115.65,116.65,116.4
02/01/2001,116.4,115.25,116.75,115.64
02/02/2001,115.64,114.95,115.89,115.72
02/05/2001,115.72,114.68,116.05,114.81
02/06/2001,114.81,114.36,115.25,114.76
02/07/2001,114.76,114.65,116.32,115.22
02/08/2001,115.22,115.88,116.69,116.62
02/09/2001,116.62,116.3,117.77,117.54
02/12/2001,117.54,117.35,117.95,117.54
02/13/2001,117.54,116.54,117.6,116.57
02/14/2001,116.57,116.08,116.9,116.42
02/15/2001,116.42,115.52,116.4,115.66
02/16/2001,115.66,114.55,115.9,115.47
02/19/2001,115.47,115.5,116.2,116.1
02/20/2001,116.1,115.1,116.2,115.67
02/21/2001,115.67,115.3,116.85,116.64
02/22/2001,116.64,115.8,116.65,116.42
02/23/2001,116.42,115.59,117.15,115.59
02/26/2001,115.59,115.75,116.77,116.52
02/27/2001,116.52,115.95,116.55,116.3
02/28/2001,116.3,115.9,117.59,117.45
03/01/2001,117.45,117.1,117.55,117.34
03/02/2001,117.34,117.3,119.34,118.96
03/05/2001,118.96,118.65,119.77,119.09
03/06/2001,119.09,118.25,119.2,118.92
03/07/2001,118.92,118.6,120.25,119.86
03/08/2001,119.86,119.28,120.4,119.73
03/09/2001,119.73,119.07,119.85,119.67
03/12/2001,119.67,119.4,120.7,120.48
03/13/2001,120.48,119.8,120.6,119.85
03/14/2001,119.85,119.3,121.22,121.04
03/15/2001,121.04,120.5,122.55,122.35
03/16/2001,122.35,121.65,123.19,122.86
03/19/2001,122.86,122.02,123.65,122.96
03/20/2001,122.96,122.12,123,122.17
03/21/2001,122.17,122,123.9,123.51
03/22/2001,123.51,123,124.33,122.93
03/23/2001,122.93,122.55,123.75,122.93
03/26/2001,122.93,122.75,123.8,122.77
03/27/2001,122.77,121.66,123.33,122.15
03/28/2001,122.15,121.4,122.76,122.36
03/29/2001,122.36,122.15,123.74,123.59
03/30/2001,123.59,123.25,126.3,126.15
04/02/2001,126.15,125.7,126.85,126.45
04/03/2001,126.45,125.25,126.75,126.66
04/04/2001,126.66,124.83,126.25,125.4
04/05/2001,125.4,123.5,125.5,124.12
04/06/2001,124.12,123.82,125.5,124.01
04/09/2001,124.01,124,125.5,125.06
04/10/2001,125.06,124.2,125.4,124.46
04/11/2001,124.46,123.85,124.96,124.76
04/12/2001,124.76,122.95,124.95,123.73
04/13/2001,123.73,123.6,124.45,124.2
04/16/2001,124.2,124.15,124.95,124.35
04/17/2001,124.35,123.1,124.7,123.36
04/18/2001,123.36,122.22,123.64,122.3
04/19/2001,122.3,121.32,122.4,121.62
04/20/2001,121.62,120.94,122.65,122.5
04/23/2001,122.5,121.19,122.5,121.2
04/24/2001,121.2,121.1,122.3,122.16
04/25/2001,122.16,121.97,122.65,122.25
04/26/2001,122.25,121.8,123.57,123.16
04/27/2001,123.16,123.15,124.2,124.06
04/30/2001,124.06,123.25,124.19,123.69
05/01/2001,123.69,121.92,123.65,122.16
05/02/2001,122.16,121.4,122.57,121.78
05/03/2001,121.78,120.74,121.8,121.47
05/04/2001,121.47,120.55,121.5,121.26
05/07/2001,121.26,120.95,121.8,121.23
